bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-02-0054-10A	TCGA-02-0054-10A-01D	1.90	0 uL	DNA	D	81d11157-fe41-417f-bb7e-e9613d7f20f5	0.129 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0054-10A	TCGA-02-0054-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	738fdcd7-1750-44b5-8299-02b7d85974fe	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0054-10A	TCGA-02-0054-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	de90a386-8eb6-4ef2-a26c-5ad512143935	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0028-01A	TCGA-02-0028-01A-01D	1.90	281 uL	DNA	D	b86a45a6-f22c-455d-b3ec-b6b8e34d5af7	.18 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0028-01A	TCGA-02-0028-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	2adb7d80-58d0-4444-a5cd-2d01ddf18bf7	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0028-01A	TCGA-02-0028-01A-01R	1.71	17 uL	RNA	R	77925308-2c55-4f80-8129-1da6ad7fc103	0.559 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	0
TCGA-02-0028-01A	TCGA-02-0028-01A-01T	[Pending]	120 uL	Total RNA	T	1d65356e-c112-47e4-b6bf-df0d08d7df7c	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0028-01A	TCGA-02-0028-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	e4187fb5-bb06-4ad8-895e-ec37f40b37d7	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0028-10A	TCGA-02-0028-10A-01D	1.89	0 uL	DNA	D	1d446637-c49e-4427-a3d1-160d243d54de	0.108 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0028-10A	TCGA-02-0028-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	de1133fa-1459-4063-b755-a8e15839d450	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01D	1.92	34.7 uL	DNA	D	479e1f31-f22d-4995-962d-54c442954ec9	0.544 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	52c92b34-2ecf-4f86-b55f-96a9510171b1	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01R	1.79	23 uL	RNA	R	300fbb92-332b-4f3e-8883-b3dd5695d4e6	0.557 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	0
TCGA-02-0038-01A	TCGA-02-0038-01A-01T	[Pending]	19 uL	Total RNA	T	a49d8643-5379-4bbc-b8d2-fef658aa18f9	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	40d9c6c2-0a65-4185-8d08-862331ff8520	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0038-10A	TCGA-02-0038-10A-01D	1.88	0 uL	DNA	D	4e932e99-f9da-4e11-82cb-2e26797f5e59	0.143 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0038-10A	TCGA-02-0038-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	a8e35bb1-a395-43d0-9947-30569c7bad30	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0038-10A	TCGA-02-0038-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	f50b61b3-1a78-434a-996a-ea7747ea9857	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0010-01A	TCGA-02-0010-01A-01D	1.93	77 uL	DNA	D	bfb54edc-296c-404f-9ecd-2fa5321a6f1d	0.446 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0010-01A	TCGA-02-0010-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	b11fd71b-8a3b-4b9b-a0d9-6238133b2fe0	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0010-01A	TCGA-02-0010-01A-01R	1.85	40 uL	RNA	R	e52f1f7e-510d-415d-8910-1159d96abf1e	0.543 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.8
TCGA-02-0010-01A	TCGA-02-0010-01A-01T	[Pending]	59 uL	Total RNA	T	dbee6e2a-ac67-4481-823d-a3ea5dc24567	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0010-01A	TCGA-02-0010-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b4b054f7-51f2-4c91-9f0e-26ff83b0cb6f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0010-10A	TCGA-02-0010-10A-01D	1.88	0 uL	DNA	D	6aae3bac-581b-439c-a1e5-fb827ed373da	0.144 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0010-10A	TCGA-02-0010-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	2daa4387-1436-45f1-8d21-3c704ef2f48a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0021-01A	TCGA-02-0021-01A-01D	1.92	20 uL	DNA	D	4f0f2680-ffea-428b-b755-2f0827cc6585	0.544 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0021-01A	TCGA-02-0021-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	2e33ace2-af1c-4afc-b9ef-cee5476d58c6	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0021-01A	TCGA-02-0021-01A-01R	1.82	18 uL	RNA	R	74f80532-62af-46b2-9f44-c05a29ab7321	0.504 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	9.3
TCGA-02-0021-01A	TCGA-02-0021-01A-01T	[Pending]	8 uL	Total RNA	T	5d70c8d9-5150-4b42-a141-7f18b018b699	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0021-01A	TCGA-02-0021-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	8987b368-b8c3-4b94-ace6-d1e4eed95324	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0021-10A	TCGA-02-0021-10A-01D	1.89	0 uL	DNA	D	f42c734d-7131-42b8-a72f-49a77c104677	0.120 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0021-10A	TCGA-02-0021-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	5e3689f4-ef93-4037-b3dd-695bacf13816	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01D	1.92	56.7 uL	DNA	D	bc8d2038-2c4e-4212-b751-0605e6315611	0.521 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	3dd39d84-f23f-4ed1-bf74-7b81670c7e18	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01R	1.80	16 uL	RNA	R	6640257e-7b2c-4e9f-b261-0c661f349b10	0.431 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	7.3
TCGA-02-0034-01A	TCGA-02-0034-01A-01T	[Pending]	0 uL	Total RNA	T	eba4ce3b-215b-4f6c-81b5-8c85ef7ac1df	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	7c356f53-2160-4773-9c0e-96d15b830219	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0034-10A	TCGA-02-0034-10A-01D	1.90	0 uL	DNA	D	957b7539-d14b-4a49-ac71-5d1e0868444b	0.362 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0034-10A	TCGA-02-0034-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	767f0e57-7db9-4b8b-9e91-47e3841b7c45	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0034-10A	TCGA-02-0034-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	ed090de1-ae28-4c80-8aed-0dd315b87bd2	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01D	1.87	44.7 uL	DNA	D	85447538-4816-4d9e-a2d5-9d566570ef5b	0.505 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	1b031bca-6ec7-4104-9de0-6d1a75f1f269	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01R	1.79	35 uL	RNA	R	33a1d3df-7898-487c-9375-5c76c8cca5da	0.549 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	8.8
TCGA-02-0055-01A	TCGA-02-0055-01A-01T	[Pending]	41 uL	Total RNA	T	93496272-1831-4ac5-a6c0-6794811ccf9e	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	3e4f8a38-b1e5-4457-82c1-fc0ccd691433	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0055-10A	TCGA-02-0055-10A-01D	1.89	0 uL	DNA	D	f5bbd686-970f-4567-8bbe-a9cd194d368b	0.201 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0055-10A	TCGA-02-0055-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	febc658f-dca5-4cc3-9517-ce3e42819ea2	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0055-10A	TCGA-02-0055-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	c56bb8cb-f110-428f-83c3-497846b3c543	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0024-01B	TCGA-02-0024-01B-01D	1.92	0 uL	DNA	D	2b9a6333-4802-4d89-9164-1a30754b243b	0.532 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0024-01B	TCGA-02-0024-01B-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	13534967-e66c-4d5e-b2fa-da15f58c5c55	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0024-01B	TCGA-02-0024-01B-01R	1.83	13 uL	RNA	R	4b68546d-5b47-4be6-84d7-51b8e5bdf986	0.492 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.5
TCGA-02-0024-01B	TCGA-02-0024-01B-01T	[Pending]	0 uL	Total RNA	T	ff77eac0-8a70-447d-b173-fe838b1f94b6	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0024-01B	TCGA-02-0024-01B-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	f2935d92-c599-498f-8b36-5c70bf4bb324	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0024-10A	TCGA-02-0024-10A-01D	1.88	0 uL	DNA	D	07c56278-525e-48c0-9468-978c51e21125	0.145 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0024-10A	TCGA-02-0024-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	f939e05e-d01d-4109-8ae9-099b1d7bc09b	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0024-10A	TCGA-02-0024-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	9d134dee-d6f4-4201-b252-1436dbd2ac4d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01D	1.90	69.7 uL	DNA	D	28764863-17d7-4f8f-ba97-db0d8f1bef65	0.543 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	a3ebe54e-7c47-42e5-a1ed-4fd2fb321209	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01R	1.79	33 uL	RNA	R	1b7a4418-859d-41ac-96b5-45cfb5480485	0.527 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.9
TCGA-02-0047-01A	TCGA-02-0047-01A-01T	[Pending]	0 uL	Total RNA	T	45646d77-cec6-4023-af04-fda337e0ede8	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	6dd9bec8-60fc-46ba-a219-af77bf7554f6	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0047-10A	TCGA-02-0047-10A-01D	1.89	0 uL	DNA	D	632f3a4d-9d9f-4660-8fb8-6bdb4e553333	0.305 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0047-10A	TCGA-02-0047-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	57310417-50e3-452f-9d80-8928f0645dbf	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0047-10A	TCGA-02-0047-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	44baf3ef-5bfe-4b3a-904a-22f52ba19c0a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01D	1.90	11 uL	DNA	D	99c3d6c2-258b-4f03-b5f2-9e4ad393436f	0.479 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	cc829917-f400-40a9-b61e-c2e9f41e1226	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01R	1.81	28 uL	RNA	R	6e9a7ee5-d0d7-4ae3-90dd-7302a58bd0d9	0.503 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.8
TCGA-02-0060-01A	TCGA-02-0060-01A-01T	[Pending]	17 uL	Total RNA	T	f1f6d143-2b57-4e58-93f6-c7cbd613ce80	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	723226da-a6fc-42fa-8eef-1a5e6669dccc	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0060-10A	TCGA-02-0060-10A-01D	1.88	0 uL	DNA	D	1f29c221-41d3-4735-9b18-ae7c25efa35e	0.121 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0060-10A	TCGA-02-0060-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	e1884480-c150-44a4-8454-b43d2146b77c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01D	1.90	26.7 uL	DNA	D	eae62b4a-5640-48a3-bd24-927ab86cd5b3	0.483 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	a96c89c5-1190-4042-961e-17fcadab2177	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01R	1.77	30 uL	RNA	R	97e8f167-19bc-4634-8688-58cfa5ca974d	0.499 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	9.1
TCGA-02-0058-01A	TCGA-02-0058-01A-01T	[Pending]	45 uL	Total RNA	T	3daf4c7b-edc6-4b7a-afbb-357b861cd4ae	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	877c362a-29a5-49a0-87db-e3541b955f3b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0058-10A	TCGA-02-0058-10A-01D	1.88	0 uL	DNA	D	a49b0f63-7e8b-480c-9116-1455a7ec4c1e	0.156 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0058-10A	TCGA-02-0058-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	b5a6a61c-0e60-4e14-8ed0-c36ac30333fd	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0058-10A	TCGA-02-0058-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	bf04147f-ab60-4349-8a80-c0e3e3651fce	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0027-01A	TCGA-02-0027-01A-01D	1.90	30 uL	DNA	D	79fe749b-dbcb-4e77-95df-841df9a0b23f	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0027-01A	TCGA-02-0027-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	a711db2e-5603-43dd-a4bd-181563fbdf77	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0027-01A	TCGA-02-0027-01A-01R	1.82	53.33 uL	RNA	R	4ba9a1c9-b497-475a-8d6e-3bf5de90639d	0.528 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	9.0
TCGA-02-0027-01A	TCGA-02-0027-01A-01T	[Pending]	67 uL	Total RNA	T	c11a95a7-ff13-4328-88c7-dd13f0a89a89	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0027-01A	TCGA-02-0027-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	6784a2aa-07bc-4ac7-ae25-9157315c2854	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0027-10A	TCGA-02-0027-10A-01D	1.89	0 uL	DNA	D	864f856b-8266-4b1a-80eb-52e4497e274c	0.133 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0027-10A	TCGA-02-0027-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	8f45031f-d4f1-4fd8-aeaf-4f3719657cc6	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0027-10A	TCGA-02-0027-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	9d065577-6ea2-4c59-8f94-7487dbfed671	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01D	1.89	44.7 uL	DNA	D	0072c6f0-c876-4296-aabe-376ef49efab0	0.508 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	31d415c0-b5cf-413c-ba4e-a50155eca80c	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01R	1.80	43 uL	RNA	R	d8e68043-63d8-46e5-9a8e-c420b732a699	0.507 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	9.1
TCGA-02-0046-01A	TCGA-02-0046-01A-01T	[Pending]	0 uL	Total RNA	T	06b5e492-fb03-4883-bf7b-6327ea0f5ee8	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	1ea8bc30-7113-4baf-98a2-2e79675d8b12	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0046-10A	TCGA-02-0046-10A-01D	1.90	0 uL	DNA	D	023d5905-9dbf-40a7-90c1-761d3f48ad9a	0.203 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0046-10A	TCGA-02-0046-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	db487c65-829c-44db-86ed-c74136c20d17	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-02-0046-10A	TCGA-02-0046-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	6859eb72-28d6-41ca-ab4a-59f23fb5ad8e	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-5856-01A	TCGA-06-5856-01A-01D	1.9	621.0300000000001 uL	DNA	D	3ae98257-7eda-4537-9268-76d3555f71cd	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-06-5856-01A	TCGA-06-5856-01A-01R	1.8	47.7 uL	RNA	R	6a4b51ef-72c8-49b8-a80b-7d376848cdcd	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.479249	8.3
TCGA-06-5856-01A	TCGA-06-5856-01A-01T	[Pending]	131.83 uL	Total RNA	T	cc8bb95a-a8e3-4d2f-af43-6c20a3364f0f	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-5856-10A	TCGA-06-5856-10A-01D	1.9	115.33000000000001 uL	DNA	D	59af08bf-62dc-43aa-9755-e5a48ebeea9f	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
