Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0347-01	TCGA-08-0347-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0347-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0348-01	TCGA-08-0348-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0348-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0349-01	TCGA-08-0349-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0349-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0350-01	TCGA-08-0350-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0350-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0351-01	TCGA-08-0351-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0351-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0352-01	TCGA-08-0352-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0352-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0353-01	TCGA-08-0353-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0353-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0354-01	TCGA-08-0354-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0354-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0355-01	TCGA-08-0355-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0355-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0356-01	TCGA-08-0356-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0356-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0357-01	TCGA-08-0357-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0357-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0358-01	TCGA-08-0358-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0358-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0359-01	TCGA-08-0359-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0359-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0360-01	TCGA-08-0360-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0360-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0373-01	TCGA-08-0373-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0373-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0375-01	TCGA-08-0375-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0375-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0380-01	TCGA-08-0380-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0380-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0385-01	TCGA-08-0385-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0385-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0386-01	TCGA-08-0386-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0386-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0389-01	TCGA-08-0389-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0389-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0390-01	TCGA-08-0390-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0390-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0392-01	TCGA-08-0392-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0392-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0509-01	TCGA-08-0509-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0509-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0510-01	TCGA-08-0510-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0510-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0511-01	TCGA-08-0511-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0511-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0512-01	TCGA-08-0512-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0512-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0514-01	TCGA-08-0514-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0514-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0516-01	TCGA-08-0516-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0516-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0517-01	TCGA-08-0517-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0517-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0518-01	TCGA-08-0518-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0518-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0520-01	TCGA-08-0520-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0520-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0521-01	TCGA-08-0521-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0521-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0522-01	TCGA-08-0522-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0522-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0524-01	TCGA-08-0524-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0524-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0525-01	TCGA-08-0525-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0525-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0529-01	TCGA-08-0529-01A-02R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0529-01A-02R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0531-01	TCGA-08-0531-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0531-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0623-11	TCGA-08-0623-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0623-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0625-11	TCGA-08-0625-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0625-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0626-11	TCGA-08-0626-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0626-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0627-11	TCGA-08-0627-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0627-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0616-01	TCGA-12-0616-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0616-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0618-01	TCGA-12-0618-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0618-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0619-01	TCGA-12-0619-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0619-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0620-01	TCGA-12-0620-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0620-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0654-01	TCGA-12-0654-01B-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0654-01B-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0656-01	TCGA-12-0656-01B-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0656-01B-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0657-01	TCGA-12-0657-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0657-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0670-01	TCGA-12-0670-01B-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0670-01B-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0688-01	TCGA-12-0688-01A-02R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0688-01A-02R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0692-01	TCGA-12-0692-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0692-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0703-01	TCGA-12-0703-01A-02R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0703-01A-02R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0707-01	TCGA-12-0707-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0707-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0772-01	TCGA-12-0772-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0772-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0773-01	TCGA-12-0773-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0773-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0775-01	TCGA-12-0775-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0775-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0776-01	TCGA-12-0776-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0776-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0778-01	TCGA-12-0778-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0778-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0780-01	TCGA-12-0780-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0780-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0818-01	TCGA-12-0818-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0818-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0819-01	TCGA-12-0819-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0819-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0820-01	TCGA-12-0820-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0820-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0821-01	TCGA-12-0821-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0821-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0822-01	TCGA-12-0822-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0822-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0826-01	TCGA-12-0826-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0826-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0827-01	TCGA-12-0827-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0827-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0828-01	TCGA-12-0828-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0828-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-0829-01	TCGA-12-0829-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-12-0829-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1088-01	TCGA-12-1088-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1088-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1089-01	TCGA-12-1089-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1089-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1090-01	TCGA-12-1090-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1090-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1091-01	TCGA-12-1091-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1091-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1092-01	TCGA-12-1092-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1092-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1093-01	TCGA-12-1093-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1093-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1094-01	TCGA-12-1094-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1094-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1095-01	TCGA-12-1095-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1095-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1096-01	TCGA-12-1096-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1096-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1097-01	TCGA-12-1097-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1097-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1098-01	TCGA-12-1098-01C-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1098-01C-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1099-01	TCGA-12-1099-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1099-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1597-01	TCGA-12-1597-01B-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1597-01B-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1598-01	TCGA-12-1598-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1598-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1599-01	TCGA-12-1599-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1599-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1600-01	TCGA-12-1600-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1600-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-1602-01	TCGA-12-1602-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-12-1602-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3644-01	TCGA-12-3644-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3644-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3646-01	TCGA-12-3646-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3646-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3648-01	TCGA-12-3648-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3648-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3649-01	TCGA-12-3649-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3649-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3650-01	TCGA-12-3650-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3650-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3651-01	TCGA-12-3651-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3651-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3652-01	TCGA-12-3652-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3652-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-3653-01	TCGA-12-3653-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-12-3653-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-5295-01	TCGA-12-5295-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-12-5295-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-5299-01	TCGA-12-5299-01A-02R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-12-5299-01A-02R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-12-5301-01	TCGA-12-5301-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-12-5301-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0736-01	TCGA-14-0736-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0736-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0781-01	TCGA-14-0781-01B-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0781-01B-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0783-01	TCGA-14-0783-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0783-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0786-01	TCGA-14-0786-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0786-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0787-01	TCGA-14-0787-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0787-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0789-01	TCGA-14-0789-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0789-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0790-01	TCGA-14-0790-01B-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0790-01B-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0812-01	TCGA-14-0812-01B-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0812-01B-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0813-01	TCGA-14-0813-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0813-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0817-01	TCGA-14-0817-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0817-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0865-01	TCGA-14-0865-01B-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0865-01B-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0866-01	TCGA-14-0866-01B-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0866-01B-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0867-01	TCGA-14-0867-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0867-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-0871-01	TCGA-14-0871-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-14-0871-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1034-01	TCGA-14-1034-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1034-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1037-01	TCGA-14-1037-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1037-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1396-01	TCGA-14-1396-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1396-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1401-01	TCGA-14-1401-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1401-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1402-01	TCGA-14-1402-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1402-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1451-01	TCGA-14-1451-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1451-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1452-01	TCGA-14-1452-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1452-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1453-01	TCGA-14-1453-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1453-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1454-01	TCGA-14-1454-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1454-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1455-01	TCGA-14-1455-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1455-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1456-01	TCGA-14-1456-01C-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1456-01C-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1458-01	TCGA-14-1458-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1458-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1459-01	TCGA-14-1459-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1459-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1794-01	TCGA-14-1794-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1794-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1795-01	TCGA-14-1795-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1795-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1821-01	TCGA-14-1821-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1821-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1823-01	TCGA-14-1823-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1823-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1825-01	TCGA-14-1825-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1825-01A-01R-0596-01__gene_expression_analysis.txt
